Income,Credit_History,Outstanding_Balance,Employment,Repay_Loan
69073.33,0.35,29294.1,Employed,1
60825.08,0.11,18678.63,Employed,0
33064.22,0.22,14762.69,Self-Employed,1
42132.2,0.52,6414.26,Employed,1
57340.62,0.61,9202.64,Self-Employed,1
31668.08,0.25,0,Employed,1
60694.98,0.06,18987.19,Employed,1
46395.12,0.39,14015.62,Employed,1
44377.69,0.23,10334.12,Employed,1
60664.4,0.22,19318.77,Employed,1
56663.95,0.96,23639.71,Self-Employed,0
44585.51,0.62,40931.98,Self-Employed,0
67389.95,0.56,4881.17,Employed,1
33784.05,0.42,31593.81,Employed,0
59239.03,0.43,29731.02,Employed,1
58896.52,0.54,12209.07,Self-Employed,1
45356.8,0.7,22032.36,Employed,1
54892,0.7,15423.67,Unemployed,1
31233.3,0.17,21856.89,Employed,0
63860.41,0.5,35091.31,Employed,1
47226.47,0.41,26056.06,Unemployed,0
42159.15,0.87,25086.08,Employed,1
65735.14,0.63,15696.91,Employed,1
39434.84,0.53,5159.43,Employed,1
28873.08,0.12,17915.32,Employed,1
26650.56,0.61,32066.08,Employed,0
59090.15,0.12,4728.32,Employed,1
30793.56,0.34,9449.11,Self-Employed,1
76321.91,0.14,21262.68,Employed,1
20000,0.69,10153.45,Unemployed,0
75446.85,0.21,12074.77,Employed,1
53165.26,0.39,15764.01,Employed,1
48549.3,0.9,6343.83,Employed,1
41826.21,0.2,10258.78,Employed,1
55987.04,0.51,27034.28,Employed,1
49435.48,0.42,6926.3,Unemployed,1
66549.53,0.02,4021.28,Employed,1
51713.41,0.79,13699.75,Employed,1
52254.53,0.07,27319.56,Employed,0
44545.82,0.47,18030.78,Self-Employed,1
49145.82,0.56,15354.19,Self-Employed,1
54617.03,0.63,20443.59,Employed,0
24347.47,0.69,2542.93,Employed,1
29777.22,0.25,24947.06,Employed,0
61148.96,0.01,23834.35,Employed,1
52562.98,0.72,15906.92,Employed,1
47240.25,0.54,30059.25,Employed,1
50276.51,0.84,8725.04,Employed,1
55213.73,0.82,31279.09,Employed,1
41903.6,0.84,21544.94,Employed,1
38325.43,0.49,16634.47,Unemployed,1
52937.68,0.33,19801.26,Unemployed,1
35324.41,0.79,18927.35,Employed,1
56123.79,0.45,32202.83,Employed,1
24461.25,0.18,9233.21,Employed,1
65437.33,0.85,12374.81,Employed,1
57088.96,0.88,30363.03,Self-Employed,1
53840.45,0.47,14044.65,Employed,1
64740.36,0.08,29005.33,Self-Employed,1
74982.12,0.39,36994.36,Unemployed,1
65215.55,0.8,15982.05,Employed,1
22386.89,0.9,26813.62,Employed,0
30806.35,0.2,8463.08,Employed,1
40627.72,0.07,27547.33,Employed,0
50391.37,0.88,21994.24,Employed,1
57764.89,0.39,24730.38,Employed,1
39113.84,0.54,13544.28,Self-Employed,0
52801.5,0.97,3389.17,Employed,1
38669.26,0.07,25032.52,Employed,1
40827.23,0.65,0,Employed,1
28900.08,0.07,16826.5,Employed,1
36151.5,0.38,29411.82,Employed,1
29724.73,0.8,21918.98,Self-Employed,1
35361.9,0.43,39483.43,Employed,0
65804.63,1,30251.09,Employed,0
35759.02,0.56,13461.02,Employed,1
89485.73,0.32,20273.13,Employed,1
57399.77,0.22,19526.29,Self-Employed,1
52772.54,0.35,4178.23,Employed,1
37124.63,0.37,10596.01,Self-Employed,1
60504.65,0.07,14392.39,Employed,1
41365.43,0.37,0,Employed,1
51830.15,0.46,20474.93,Employed,1
88401.27,0.72,17509.28,Employed,1
48559.1,0.66,3271.06,Employed,1
67239.1,0.71,24042.13,Self-Employed,1
39452.35,0.01,27158.73,Employed,0
49475.17,0.22,22270.34,Employed,1
76562.01,0.66,16759.32,Employed,1
40595.49,0.48,25914.42,Employed,1
77186.73,0.01,26802.2,Employed,1
60616.28,0.8,23074.04,Employed,1
41563,0.77,11753.88,Employed,1
59486.12,0.55,22766.01,Employed,1
64588.32,0.07,31954.81,Employed,1
59327.15,0.77,14033.71,Employed,1
26446.63,0.58,40979.39,Employed,0
39092.94,0.78,14743.69,Employed,1
46287.22,0.75,20324.07,Unemployed,1
48883.5,0.8,13275.14,Employed,1
59310.08,0.52,22232.71,Employed,1
52665.52,0.14,2577.78,Employed,1
29969.83,0.67,14539.58,Employed,1
55702.97,0.62,9078.79,Self-Employed,1
59158.79,0.74,21353.38,Employed,1
58396.86,0.17,29944.47,Unemployed,0
66211.71,0.19,26460.06,Self-Employed,1
62508.83,0.89,0,Employed,1
56887.7,0.75,40420.7,Employed,1
48947.51,0.91,22952.8,Employed,1
25085.59,0.76,12235.01,Employed,1
56444.27,0.6,21571.28,Employed,1
53115.32,0.65,21761.9,Employed,1
54073.68,0.89,13331.51,Employed,1
30848.77,0.58,21979.17,Employed,1
33784.15,0.63,13925.28,Employed,1
65797.29,0.16,15956.38,Self-Employed,1
49406.67,0.47,13137.21,Employed,1
60222.51,0.72,5673.29,Self-Employed,1
50424.78,0.27,21458.36,Employed,1
50446.34,0.2,25852.99,Employed,1
64074.26,0.31,25148.84,Employed,1
42259.33,0.24,28199.25,Employed,1
51441.81,0.21,23243.4,Employed,1
43065.87,0.42,14672.75,Employed,1
43482.56,0.91,28396.64,Self-Employed,1
45362.42,0.51,6424.82,Employed,1
53332.01,0.19,10993.29,Employed,1
42818.77,0.08,10358,Self-Employed,1
68836.34,0.7,30800.56,Self-Employed,1
36580.89,0.38,29427.89,Employed,1
47196.93,0.82,24873.05,Employed,1
43404.03,0.66,30719.3,Self-Employed,1
71704.67,0.8,11207.17,Employed,1
52948.32,0.27,23485.95,Employed,1
65477.67,0.69,18748.26,Employed,1
27716.59,0.26,28468.82,Self-Employed,0
54005.75,0.94,18847.76,Employed,1
63344.46,0.64,16150.57,Unemployed,1
51234.26,0.32,25409.09,Employed,1
65982.21,0.27,28761.69,Self-Employed,1
42240.67,0.19,13316.55,Employed,1
71140.21,0.69,19389.24,Employed,1
84483.47,0.22,9415.59,Self-Employed,1
44557.42,0.6,0,Employed,1
43317.46,0.26,22004.6,Employed,1
71800.77,0.66,26089.05,Employed,1
73693.58,0.81,22620.67,Employed,1
42157.1,0.78,504.38,Employed,1
43697.2,0.76,16491.51,Employed,1
45773.23,0.19,0,Employed,1
29833.24,0.09,33697.01,Employed,0
36220.22,0.7,9139.45,Employed,1
34937.89,0.37,32554.04,Employed,0
38483.04,0.43,29458.7,Self-Employed,1
49479.73,0.03,10994.1,Employed,1
53513.22,0.26,8672.15,Employed,1
73257.51,0.03,23503.7,Unemployed,1
35024.69,0.88,11556.76,Employed,1
64764.84,0.24,21024.85,Self-Employed,1
46790.17,0.56,15171.72,Self-Employed,0
49258.04,0.04,2188.42,Self-Employed,1
60122.29,0.67,0,Employed,1
33159.17,0.32,22266.84,Self-Employed,0
55736.15,0.9,14384.42,Self-Employed,1
52496.78,0.89,14469.1,Employed,1
57386.77,0.33,26958.64,Employed,1
54337.53,0.9,31734.42,Employed,1
86829.5,1,17274.55,Employed,1
40433.9,0.83,16594.01,Employed,1
42035.05,0.84,25001.43,Employed,1
40652.89,0.25,6430.64,Employed,1
41667.84,0.58,22231.53,Employed,1
40439.19,0.07,25518.86,Employed,0
67835.25,0.09,26802.3,Employed,1
71307.56,1,632.47,Unemployed,1
41438.81,0.33,12386.45,Employed,1
37514.67,0.75,11217.37,Employed,1
57071.23,0.81,20998.87,Employed,1
41716.65,0.86,24807.45,Employed,1
59493.98,1,34967.1,Self-Employed,1
53043.85,0.24,15050.35,Unemployed,1
27263.84,0.04,15024.28,Employed,1
73212.58,0.41,31496.72,Unemployed,1
76938.17,0.13,22965.77,Employed,1
40808.17,0.02,32676.52,Employed,0
44184.48,0.36,22887.28,Employed,1
54287.98,0.78,8428.83,Self-Employed,1
55016.85,0.57,6668.72,Employed,1
59878.16,0.31,4484.88,Employed,1
80153.07,0.65,26620.52,Self-Employed,1
47345.79,0.23,31885.97,Employed,0
38025.54,0.01,38493.62,Employed,0
29310.21,0.76,28431.05,Self-Employed,0
39036.05,0.62,31628.39,Employed,1
49503.1,0.76,14199.84,Employed,1
76918.37,0.04,8435.84,Employed,1
42235.83,0.84,28500.79,Employed,1
53356.82,0.62,24176.81,Employed,1
49753.66,0.56,21074.44,Employed,1
67825.9,0.62,23873.71,Employed,1
87903.99,0.86,23231.85,Employed,1
42036.97,0.59,32838.17,Self-Employed,0
42658.41,0.58,32949.86,Unemployed,0
65662.41,0.99,25442.2,Employed,1
60228.37,0.76,28458.03,Employed,1
77700.61,0.44,25140.63,Unemployed,1
58758.92,0.71,15388.3,Employed,1
44610.62,0.39,27565.65,Employed,1
58859.82,0.23,6055.05,Unemployed,1
66630.55,0.6,30538.92,Self-Employed,1
62307.23,0.93,8054.77,Self-Employed,1
57609.11,0.93,22858.03,Self-Employed,1
66000.12,0.34,11548.46,Employed,1
67539.43,0.53,25533.89,Employed,1
70732.38,0.21,19660.75,Employed,1
59730.65,1,4052.44,Employed,1
47493.23,0.98,24207,Employed,1
52200.71,0.65,14220.79,Self-Employed,1
68097.63,0.8,28811.47,Self-Employed,1
37745.96,0.72,20013.26,Employed,1
55530.1,0.59,23954.21,Self-Employed,1
44099.92,0.05,10424.31,Self-Employed,1
50431.17,0.45,14106.68,Employed,1
69176.78,0.67,15413.61,Employed,1
52866.49,0.68,28567.02,Employed,1
50696.55,0.37,36773.77,Employed,1
29602.16,0.94,11948.28,Employed,1
61193.8,0.17,30768.48,Employed,0
59682.26,0.5,0,Employed,1
82448.82,0.69,8058.11,Employed,1
45383.33,0.7,10412.22,Unemployed,1
53287.25,0.65,6474.91,Employed,1
53740.76,0.28,4164.12,Self-Employed,1
73661.8,0.16,24129.99,Employed,1
48570.57,0.64,17859.32,Employed,1
54185.32,0.6,23794.05,Unemployed,1
59118.45,0.18,26904.73,Employed,1
52799.14,0.71,22656.17,Employed,1
43303.5,0.46,26577.63,Self-Employed,1
52911.35,0.67,19304.68,Employed,1
66104.48,0.84,8130.07,Employed,1
34602.27,0.17,30578.14,Employed,1
51994.55,0.02,14108.88,Self-Employed,1
39498.19,0.78,10644.04,Employed,1
67925.7,0.61,18220.82,Employed,1
27152.2,0.7,10871.89,Employed,1
41616.17,0.84,15825.7,Employed,1
55658.18,0.8,23440.54,Self-Employed,1
73482.86,0.96,23483.42,Employed,1
49013.75,0.54,11021.7,Employed,1
41672.01,0.49,15122.95,Employed,1
78217.36,0.4,30743.33,Self-Employed,1
28279.79,0.15,24964,Employed,0
20000,0.57,40750.65,Self-Employed,0
56600.22,0.28,31801.28,Self-Employed,0
42469.19,0.92,31442.93,Employed,1
34681.51,0.58,6121.31,Employed,1
60625.35,0.59,27638.6,Employed,1
53657.01,0.35,19468.93,Self-Employed,1
41538.82,0.05,14490.18,Employed,1
30795.43,0.03,21680.15,Employed,1
63086.86,0.42,29452.12,Self-Employed,1
59753.02,0.08,25008.32,Employed,1
48512.36,0.61,11215.26,Employed,1
77699.55,0.88,27424.59,Employed,1
33948.73,0.88,13624.12,Employed,1
27117.12,0.66,22166.83,Self-Employed,1
39621.38,0.21,16966.5,Employed,1
49316.21,0.86,17811.34,Employed,1
53650.09,0.89,27662.43,Self-Employed,1
46381.46,0.2,9598.06,Employed,1
55280.83,0.74,39451.95,Unemployed,0
31226.91,0.29,1789.14,Unemployed,1
71656.47,0.8,14023.32,Employed,1
48767.73,1,23702.12,Employed,1
66759.44,0.03,25843.14,Self-Employed,1
55140.88,0.9,18995.24,Employed,1
56851.3,0.62,19426.09,Employed,1
58546.51,0.97,24105.5,Self-Employed,1
56715.63,0.47,17689.31,Employed,1
59640.84,0.85,33931.81,Self-Employed,1
69937.29,0.06,28393.49,Employed,0
52947.82,0.34,28728.24,Employed,1
60635.06,0.07,10338.43,Employed,1
48653.96,0.98,19206.12,Unemployed,1
71601.76,0.82,16995.34,Employed,1
39854.12,0.85,9943.99,Self-Employed,1
77014.11,0.94,23601.64,Employed,1
49397.63,0.09,14623.54,Employed,1
28538.37,0.39,26554.04,Employed,1
51921.57,0.07,9298.08,Employed,1
39784.23,0.21,37190.41,Employed,0
62609.65,0.23,11036.67,Employed,1
40210.64,0.47,22193.02,Employed,1
43307.25,0.27,27918.59,Unemployed,0
21656.89,0.1,14293.6,Employed,1
43215.41,0.17,28524.69,Unemployed,0
20000,0.15,7708.16,Employed,1
26241.46,0.97,34521.18,Employed,1
61406.22,0.76,20141.49,Employed,1
61787,0.97,14035.89,Employed,1
56381.86,0.44,17008.18,Employed,1
35495.36,0.28,28089.19,Employed,1
49284.33,0.8,14155.45,Employed,1
49945.96,0.33,12506.42,Self-Employed,1
32624.53,0.3,17784.63,Employed,1
72550.97,0.23,8230.38,Self-Employed,1
63160.43,0.13,38205.44,Employed,1
46685.54,0.26,14336.05,Employed,1
50403.29,0.36,28316.17,Employed,1
53125.74,0.67,22094.7,Employed,1
20000,0.06,10154.66,Employed,0
46292.34,0.21,19940.45,Employed,1
39770.24,0.81,27840.03,Employed,1
34975.7,0.15,18117.39,Employed,1
45783.5,0.34,31931.13,Employed,1
76965.3,0.86,30215.15,Employed,1
59612.64,0.15,29189.15,Employed,1
41432.32,0.08,15403.43,Unemployed,0
58588.74,0.48,9201.58,Self-Employed,1
70990.33,0.3,13864.12,Employed,1
63869.51,0.56,21962.41,Self-Employed,1
50894.46,0.8,25457.87,Self-Employed,1
40295.95,0.14,0,Employed,1
60473.35,0.58,19918.87,Employed,1
55902.28,0.51,21580.89,Unemployed,1
63427.9,0.14,17224.56,Employed,1
59527.58,0.62,32912.74,Unemployed,1
65743.29,0.27,24217.8,Employed,1
41971.47,0.49,33101.92,Employed,0
69760.91,0.08,17840.39,Employed,1
52963.99,0.46,29374.77,Employed,1
81128.91,0.31,36350.66,Self-Employed,0
39662.18,0.82,33116.93,Unemployed,0
76039.46,0.06,9078.58,Employed,1
52968.66,0.42,17463.24,Employed,1
40228.73,0.46,16548.35,Self-Employed,1
42741.71,0.73,24892.55,Employed,1
45194.79,0.57,26863.54,Employed,1
56362.49,0.67,11611.07,Employed,1
57842.53,0.78,20678.39,Self-Employed,1
41394.5,0.86,0,Self-Employed,1
49634.68,0.31,34419.45,Employed,1
82134.06,0.54,14876.26,Employed,1
75913.15,0.84,20558.64,Unemployed,1
56544.86,0.99,16903.5,Employed,1
50570.05,0.89,31460.28,Employed,1
51800.47,0.37,0,Employed,1
59202.77,0.2,19833.9,Self-Employed,1
34658.11,0.49,18941.81,Employed,1
46139.35,0.74,15463.64,Employed,1
24971.24,0.49,37262.27,Employed,0
55988.35,0.48,11126.71,Employed,1
59707.94,0.84,27717.96,Employed,1
42752.2,0.36,23562.53,Employed,0
73609.8,0.86,32615.19,Employed,1
31613.52,0.41,13328.11,Employed,1
28034.38,0.33,12670.31,Employed,1
53366.78,0.45,30960.7,Employed,1
65706.47,0.76,24253.21,Unemployed,1
75258.92,0.13,4550.63,Self-Employed,1
43116.74,0.2,14606.95,Employed,1
66180.21,0.95,23863.83,Self-Employed,1
49422.37,0.18,28377.64,Employed,1
47410.59,0.57,13207.69,Unemployed,1
63254.9,0.58,0,Employed,1
59784.84,0.49,25232.23,Employed,1
26354.12,0.64,7796.79,Employed,1
72148.11,0.23,0,Employed,1
70701.37,0.55,0,Unemployed,1
40616.56,0.37,28139.81,Employed,1
55937.05,0.66,21286.17,Employed,1
57410.45,0.14,17743.44,Employed,1
53910.11,0.57,33890.24,Self-Employed,1
41745.42,0.19,26373.25,Employed,0
39925.65,0.28,36163,Employed,0
49616.69,0.22,6072.65,Unemployed,1
67590.94,0.18,19654.49,Employed,1
58154,0.83,3832.87,Employed,1
44440.79,0.29,17706.18,Unemployed,1
61575.48,0.93,17513.84,Employed,1
20000,0.97,26266.14,Employed,1
67231.49,0.57,20455.64,Employed,1
23904.29,0.14,26234.07,Self-Employed,0
44563.39,0.37,27034.4,Employed,1
33204.95,0.8,41549.29,Unemployed,0
30579.78,0.37,16847.03,Self-Employed,0
67412.4,0.09,10589.77,Employed,1
42984.48,0.56,22460.84,Self-Employed,1
55197.56,0.85,11977.2,Employed,1
49296.19,0.8,34819.61,Employed,0
57155.61,0.18,17167.82,Self-Employed,1
51152.33,0.67,14344.24,Unemployed,1
30755.12,0.22,15286.84,Employed,1
64944,0.22,27184.17,Employed,1
42593.65,0.87,18422.53,Employed,1
26651.27,0.25,13583.33,Employed,0
43578.27,0.26,36653.52,Employed,0
72511.4,0,11438.3,Employed,1
62753.33,0.87,20355.66,Employed,1
44770.22,0.79,26523.06,Employed,1
44761.13,0.63,3686.65,Employed,1
45175.47,0.75,24802.61,Self-Employed,1
81151.22,0.15,9448.92,Self-Employed,1
55729.03,0.46,28227.83,Employed,1
56450.62,0.35,10373.49,Employed,1
65454.25,0.09,26927.69,Employed,1
53581.84,0.49,31058.33,Employed,1
46114.37,0.92,28614.37,Employed,1
47054.75,0.04,22513.17,Self-Employed,1
48925.98,0.29,17686.99,Employed,1
49441.67,0.21,14235.8,Employed,1
60914.44,0.24,34710.35,Employed,1
50779.19,0.91,13005.05,Employed,1
60989.6,0.47,9629.34,Employed,1
48789.25,0.47,26653.69,Unemployed,0
51179.53,0.76,12038.63,Employed,1
20026.99,0.15,10499.37,Employed,1
63744.92,0.49,5563.96,Employed,1
55197.33,0.43,15170.9,Unemployed,1
64970.15,0.6,19172.85,Employed,1
20000,1,22430.92,Employed,1
81325.62,0.77,29513.06,Self-Employed,1
47906.16,0.4,25268.98,Employed,1
66622.74,0.83,18091.28,Employed,1
34401.41,0.17,18018.04,Employed,0
59191.61,0.03,25101.57,Employed,1
34198.77,0.2,32725.7,Employed,1
40643.47,0.34,21263.14,Employed,1
78710.47,0.51,15308.69,Employed,1
47139.76,0.62,10071.34,Employed,1
53261.49,0.91,5547.95,Employed,1
63051.02,0.51,26662.7,Employed,1
57435.23,0.5,25779.79,Employed,1
52256.28,0.05,25773.64,Unemployed,0
55474.42,0.03,18713.41,Employed,1
86051.23,0.55,34069.35,Employed,1
49135.72,0.44,15158.82,Employed,1
53016.49,0.84,29552.69,Employed,1
65759.82,0.16,19612.57,Employed,1
66582.89,0.02,13916.49,Employed,1
67805.45,0.45,25925.3,Employed,1
59580.95,0.24,24096.36,Employed,0
32854.93,0.05,23569.73,Self-Employed,0
74501.47,0.72,20812.78,Employed,1
32804.82,0.11,19621.07,Employed,1
54539.53,0.61,43883.72,Employed,1
38685.86,0.28,31842.57,Employed,1
49037.92,0.17,27228.27,Employed,1
54931.44,0.38,21117.99,Employed,1
54820.36,0.8,30071.57,Employed,1
56328.81,0.39,25179.95,Self-Employed,1
74205.67,0.75,20262.05,Self-Employed,1
56803.01,0.13,16964.36,Employed,1
46337.65,0.77,19190.83,Employed,1
64461.31,0.24,0,Self-Employed,1
67842.06,0.68,22106.01,Employed,1
31585.88,0.57,15115.24,Employed,1
58961,0.93,35926.7,Employed,1
60517.59,0.39,20193.44,Employed,1
45536.55,0.07,8110.37,Employed,1
70635.6,0.02,19501.2,Employed,1
47749.17,0.83,9538.79,Employed,1
51883.65,0.52,24734.07,Employed,1
47403.92,0.78,22909.47,Self-Employed,1
50233.69,0.23,29578.4,Employed,1
33555.87,0.35,12091.18,Employed,1
28399.24,0.03,20340.08,Employed,1
73917.58,0.96,6349.78,Self-Employed,1
37295.58,0.67,27014.95,Self-Employed,1
35129.11,0.93,25188.71,Employed,1
20000,0.27,24958.05,Employed,0
40415.57,0.61,20016.19,Self-Employed,1
30153.65,0.68,24147.73,Employed,1
74630.23,0.32,36043.39,Employed,1
65147.26,0.85,17149.06,Employed,1
39677.74,0.95,21386.45,Employed,1
83786.54,0.88,9138.74,Employed,1
64726.48,0.74,11317.39,Employed,1
45127.53,0.28,20978.13,Employed,1
20000,0.28,31039.34,Unemployed,0
84364.14,0.96,17437.19,Self-Employed,1
29156.41,0.01,17640.83,Unemployed,0
25319.02,0.72,15931.15,Unemployed,1
65338.56,0.71,14652.43,Employed,1
86596.29,0.62,22949.71,Employed,1
70764.09,0.99,5027.42,Employed,1
58458.64,0.31,32809.4,Self-Employed,1
58921.32,0.34,13345.78,Employed,1
62801.23,0.08,27219.03,Unemployed,1
61383.93,0.44,7300.01,Employed,1
54217.87,0.26,26688.4,Self-Employed,1
51563.02,0.34,26719.45,Employed,1
49061.1,0.83,23842.02,Employed,1
38690.53,0.94,10055.71,Self-Employed,1
45789.87,0.19,22495.48,Employed,0
24605.65,0.37,8169.44,Self-Employed,1
48524.91,0.93,17472.37,Employed,1
35171.13,0.06,30294.13,Employed,0
33446.16,0.09,27967.02,Employed,0
52698.41,0.16,20151.83,Employed,1
70880.03,0.6,10251.93,Employed,1
63774.75,0.15,26455.88,Employed,1
26442.49,0.97,20193.81,Employed,1
35155.58,0.45,0,Employed,1
64111.57,0.5,27826.3,Employed,1
35262.69,0.25,19757.67,Employed,0
46630.5,0.47,32024.51,Self-Employed,1
58250.78,0.66,9047.29,Employed,1
35474.83,0.75,0,Employed,1
51580.63,0.75,22790.84,Employed,1
29989.62,0.58,22915.64,Employed,1
40979.49,0.9,3093.28,Employed,1
54796.73,0.82,10215,Unemployed,1
26105.09,0.76,47552.18,Self-Employed,0
56607.12,0.06,16943.89,Employed,1
49705.43,0.01,27309.59,Employed,1
58287.35,0.21,13493.4,Self-Employed,1
53358.71,0.66,0,Employed,1
70462.11,0.41,18297.42,Employed,1
51878.37,0.4,17343.95,Employed,1
43558.92,0.88,16001.22,Employed,1
51834.46,0.9,18853.59,Unemployed,1
58149.47,0.91,22642.68,Employed,1
50732.9,0.31,18498.83,Employed,1
50608.88,0.69,7359.94,Employed,1
39470.12,0.27,24861.85,Self-Employed,1
40056.49,0.19,506.28,Self-Employed,1
28960.92,0.18,0,Employed,1
76243.65,0.34,27391.8,Employed,1
31342.05,0.43,25070.2,Employed,1
39606.42,0.83,19426.05,Self-Employed,1
39223.89,0.12,6045.51,Self-Employed,1
63423.87,0.73,12920.89,Employed,1
45575.75,0.53,17372.53,Self-Employed,1
68716.13,0.29,4041.06,Employed,1
39897.64,0.49,12609.71,Employed,1
54184.91,0.3,26523.3,Employed,1
37469.79,0.6,34273.05,Employed,1
82177.24,0.43,15805.65,Employed,1
32186.02,0.16,27564.88,Employed,1
54647.31,0.12,859.4,Employed,1
59506.65,0.55,26594.51,Employed,0
56206.99,0.9,11960.52,Employed,1
47220.69,0.34,23073.46,Employed,0
48052.69,0.73,17522.48,Employed,1
50657.17,0.66,33204.14,Employed,1
47794.97,0.93,11255.64,Employed,1
64458.19,0.82,26276.06,Self-Employed,1
83157.85,0.57,17204.93,Self-Employed,1
41637.62,0.66,18416.95,Self-Employed,1
29452.96,0.9,18161.46,Employed,1
48675.77,0.4,11543.27,Employed,1
88695.64,0.33,19859.01,Employed,1
37944.88,0.01,19373.52,Employed,0
74586.75,0.83,22412.4,Employed,1
75165.51,0.8,20845.05,Employed,1
41696.18,0.1,27979.95,Self-Employed,0
58534.75,0.58,29235.09,Employed,1
74425.95,0.46,9493.77,Unemployed,1
44313.08,0.12,28687.73,Self-Employed,0
46946.29,0.98,8136.64,Employed,1
41274.79,0.21,25878.56,Self-Employed,0
34778.65,0.07,26197.39,Employed,0
40260.84,0.59,886.83,Self-Employed,1
31640.9,0.74,20929.79,Employed,1
50511.25,0.03,15315.04,Self-Employed,1
38450.4,0.66,12412.35,Employed,1
53506.79,0.53,33508.52,Unemployed,0
26661.57,0.1,13463.21,Employed,1
54963.2,0.17,11936.23,Employed,1
62502.93,0.57,20756.95,Self-Employed,1
20093.97,0.3,26855.9,Self-Employed,0
55610.85,0.94,18583.51,Employed,1
68415.03,0.82,31663.71,Employed,1
31855.38,0.98,25309.76,Employed,1
75088.59,0.26,0,Unemployed,1
56285.29,0.97,14705.33,Self-Employed,1
39424.82,0.43,14381.58,Self-Employed,1
49163.46,0.35,24793.61,Employed,0
58374.9,0.05,0,Employed,1
51140.08,0.05,45490.1,Employed,0
58081.34,0.69,25310.26,Self-Employed,1
36189.9,0.46,21488.77,Employed,1
52540.41,0.23,31815.68,Self-Employed,1
28794.28,0.61,43436.54,Employed,0
48331.61,0.25,28707.47,Employed,1
36441.39,0.58,29488.13,Employed,1
38967.05,0.36,21306.9,Employed,1
68541.4,0.82,18584.74,Employed,1
66369.65,0.82,15242.05,Employed,1
59137.07,0.48,11738.88,Employed,1
33615.31,0.35,13129.86,Self-Employed,1
45253.87,0.36,6494.44,Employed,1
68196.47,0.81,19241.29,Employed,1
52125.75,0.33,3153.32,Employed,1
84789.94,0.21,21909.17,Employed,1
55899.77,0.08,19636.69,Self-Employed,1
52880.74,0.47,21469.35,Employed,1
45363.25,0.48,14778.68,Self-Employed,1
52003.11,0.84,50768.6,Employed,0
47712.95,0.22,33601.16,Employed,1
60621.63,0.38,7554.57,Employed,1
64350.53,0.81,22328.68,Employed,1
38210.16,0.82,13919.94,Employed,1
30031.51,0.38,9855.2,Self-Employed,1
22456.92,0.46,6599.28,Employed,0
57619.87,0.3,24322.17,Employed,1
33449.5,0.93,13186.2,Employed,1
20000,0.12,29678.26,Employed,0
55828.68,0.93,29937.82,Employed,1
87394.99,0.68,33739.14,Employed,1
49908.94,0.53,11476.13,Employed,1
62577.36,0.03,24753.66,Employed,1
51227.44,0.48,26324.54,Employed,1
48516.66,0.41,15258.22,Self-Employed,1
63786.15,0.16,12282.28,Employed,1
45645.88,0.66,36095.21,Employed,1
54010.88,0.97,22274.96,Unemployed,1
54825.47,0.56,26359.68,Employed,0
39978.64,0.71,11779.24,Employed,1
64880.64,0.07,7807.16,Employed,1
47375.6,0.42,14305.5,Employed,1
38663.82,0.12,18759.79,Employed,1
58047.65,0.61,9357.8,Unemployed,1
36522.98,0.94,19901.55,Self-Employed,1
50422.72,0.66,3114.95,Self-Employed,1
49863.22,0.08,8799.53,Self-Employed,1
66288.43,0.35,26709.11,Employed,1
57120.47,0.55,26037.91,Employed,1
49624.6,0.4,16081.23,Self-Employed,1
62266.49,0.83,9822.36,Unemployed,1
70853.11,0.81,9725.96,Employed,1
58367.15,0.61,16267.32,Unemployed,1
50155.29,0.37,26445.18,Employed,1
30322.46,0.26,29282.46,Employed,0
34023.3,0.11,15034.68,Employed,0
45421.63,0.35,8465.08,Employed,1
40857.32,0.41,22678.44,Employed,1
47195.43,0.68,11764.65,Employed,1
50849.75,0.66,14817.47,Employed,1
57945.39,0.07,33252.76,Employed,1
48942.52,0.4,28271.15,Employed,1
57297.52,0.18,21579.74,Unemployed,0
50967.12,0.16,7280.81,Employed,1
20368,0.83,22113.97,Employed,1
35909.97,0.04,30626.57,Employed,1
47838.69,0.42,16243.66,Employed,1
31854.58,0.17,33511.14,Self-Employed,0
58998.93,0.88,32927.45,Employed,1
72961.26,0.56,36637.33,Self-Employed,1
68281.43,0.23,23052.43,Employed,1
46798.36,0.5,25873.92,Employed,1
72360.89,0.73,34141.87,Employed,1
52230.01,0.96,24473.94,Employed,1
44943.71,0.22,14987.66,Employed,1
40798.96,0.89,15514.57,Employed,1
45462.95,0.93,22385.55,Employed,1
44177.35,0.92,7094.39,Employed,1
52556.24,0.64,18567.41,Unemployed,1
52408.61,0.63,30965.47,Employed,1
50045.69,0.4,0,Employed,1
56554.07,0.75,35344.82,Employed,1
67859.69,0.53,31223.74,Employed,1
64243.31,0.68,15402.35,Employed,1
27726.53,0.43,25433.91,Self-Employed,0
20000,0.73,20031.48,Unemployed,1
64014.8,0.82,32299.9,Employed,1
29496.82,0.15,29826.83,Employed,0
46628.52,0.83,5999.29,Employed,1
32448.3,0.54,25872.62,Employed,1
22970.29,0.84,17943.72,Employed,1
58121.94,0.43,20828.33,Employed,1
61387.33,0.38,12718.28,Employed,1
41352.34,0.92,37481.37,Employed,0
20000,0.25,30400.62,Employed,1
41806.33,0.84,12602.29,Employed,1
55877.06,0.48,6653.89,Employed,1
27816.33,0.51,16143.27,Employed,1
